labels,text
1,comme vous n'êtes pas juif vous êtes con et sale.
1,série d'agressions avec violence : des faits de trop mais peu nombreux en corse
1,ben alors les arabes ne donnent pas de sous à l'unrwa mais le reste du monde oui? Ça donne pas de sous ça récupèr…
0,Être de gauche voir gauchiste n'est pas un crime non plus.
0,(charente libre): l' adopte une loi pour expulser plus vite les migrants : le conseil des ministres italie…
1,l'attardé de bogota
1,mais gros dirait que t'es un mongol t'es sorti 3 fois de chez toi pour trouver t'as l'air d'avoir…
1,petite pensée aux rebeus qui se font contrôler 8 fois par semaine sachez que benalla va acheter chaque matin son j…
1,j'suis contre l'avortement c'est tout
0,peut-on imposer son (4x4 qui pue | caractère pourri | imbécilité | violence | chat | incontinence | a…
1,je sais très bien mais je pouvais pas citer les origines de tt les renois logique
0,« c'est pas un drame en soit » mais tu m'a qd même traite de « mongol » pe…
1,d'ailleursil un mec dans classe (vrai 2001 attardé) « les filles qui prennent des nudes c des putes » forc…
1,la société médiatique française est très branchée multiraciale multiculturaliste pro migrants pro immigrés dan…
1,n'empêche sans faire l'intellectuel faut vraiment être sacrément attardé et bas mentalement pour aimer regarder ce…
1,il sauvé un être tres cher à moi de la maladie. le croyait mort. mais je sais que c'est dieu qui l'a ramené à…
1,mais qui est l'attardé qui rédigée cette loi de merde ?
1,c'est tout de même un sacré raccourci que de relier les rothschild à une théorie du complot antisémite…
0,confÉrence – tintin dans les pays arabes
1,non je connais juste le commentaire que tu partages tout fièrement et qui prouve que t'es juste un attardé pour oser en rigoler
1,t'as vu mgl ? j'ai réuni les sœurs tiramisu les rebeus dégradés les pp mangas et les lgbt pour hagar
1,le t4 de prison lab permet d'appréhender un peu mieux l'organisation de cette expérience malsaine. s'attarde bea…
0,l'islam interdit le terrorisme de la manière la plus claire :
1,« kinkinkin moi je préfère qu'on trompe pas tout court » vous êtes attardé ou quoi c'est comme si jvous dit « oa…
0,grosso modo les ouïghours sont un peuple turc (ou turco-mongol) et musulman. bien s…
0,quand fait du choc des civilisations la base de la lutte contre le terrorisme revigore l'at…
0,un témoin de l'empreinte des presque trois cents ans d'existence cumulées de l'empire mongol et de la horde d'or.
0,ps mais el acquiaissais tout ce qu'el disait el disait à la russe laisser tomber faut ps par…
0,en écoutant cette chanson en entier se rend compte des influences arabes grâce aux sonorités utilisées en fond.…
1,le terrorisme intellectuel du lobby homosexuel à la mairie de paris en parle?
1,l'islam valide le terrorisme et ne s'y oppose pas ce que fait daesh n'est absolument pas e…
1,g envie de pleurer pourquoi les darons renois sont pas comme ça ?
0,je vois donc être contre l'avortement c'est être contre la liberté de la femme ? cela n'a aucun rapport…
1,cette gauche qui bouffe du curé à longueur de journéequi nous abreuve d'anticléricalisme depuis des décenniesvien…
0,tous ces gens qui refusent de céder au terrorisme intellectuel ça doit en effrayer plus d'un.
0,le 28 septembre c'est la journée mondiale pour le droit à l'avortement : contre les tentatives réactionnaires de re…
0,et que dire du halal et du casher? sur le halal le gauchiste garde le silence en parlant de communauté opprimée…
1,lorsqu'ils vont te traîter de sale arabe qui fait du désordre en f…
1,gros attardé
0,macron annonce la création d'un musée-mémorial pour les victimes du terrorisme via…
0,les rothschild sont dans la grande finance et rothschild = juif dans l'inconscient collecti…
1,« les partisans » la romance d'une dérive gauchiste |
1,les traversent la mer et trouvent les aides sociales…
1,« tu doit une mongol » oui oui mon cœur.
1,les vegans sons des attardé qui font de la manipulation ses une forme de secte
1,le jour ou m'a dis si jt arabe mdr jspr que ça ne se reproduira plus mm si les rebeus waw mais n'abusons pas…
1,pays attardé.
1,bien d'accord. jamais l'intolérance gauchiste n'a été aussi violente avec la complicité des gouvernants de la gra…
0,l'ua ne sert à rien elle est financé par l'occident qui lui dicte sa conduite la crise des migrants l'ua…
1,dans l'extrait y'a lacrim il cri comme un mongol crois il le flow de 69 ptn
0,si tu considère que c'est la nature je pense que tu es contre l'avortement bien entendu ?
1,trump réduit encore l'accueil de réfugiés aux États-unis
1,y'a bcp de renois quand mm parmi ces folles
1,quand aux évêques qui bataillent contre la pma pourquoi l'avortement ou la contraception provoqueraient un gé…
0,comme d'habitude !! pauvre petit bonhomme !!! il n'y pas d'élections en afrique ?? vous se…
0,mdrrrrr une meuf côté de moi elle est grave raciste elle dit ouais ses potes c des renois ça m'étonne pas q…
1,les complotiste c une espèce d'humain comprenant pleins de sous espèces ya les chemtrail les anti-vax les illumi…
0,quand des experts arabes éclairent l'islam du xxème siècle > dirigé par + épuration la mecque nou…
1,les présidents azerbaïdjanais et mongol se rencontrent à bakou
1,petit cochon capitaliste pro dictatures islamo nazies maçon complotiste pervers et anti peuple celto romano francs…
0,j'devais commencer à 8h15 mais j'suis encore le tram ça fout la haine psq c'est toujours les renois dans mon am…
0,lis surtout les papiers signés par et philippe leclercq. ne t'attarde p…
0,chacun ses goûts la beauté reste subjective. certaines renois mettent des baffes à…
1,sa fait 15 bande d'attardé
1,je déteste le président ces un gros enculée. il donne des emplois au réfugiés que des personnes comme moi que je ch…
0,et que dis-tu de : qualifier de violence les dégradations ou les sabotage…
0,avec ta bénédiction cher gauchiste …
1,bah jsp t'aime bien les renois ? — bah oui.... communautarisme
1,feuilleton bêtisier (3)cohn bendit parlant de jlm un complotiste anti macronien normal vu sa formation trotzkiste…
1,va te faire soigner l'attardé.
1,non mais c'était un sarcasme mongol... t'es vraiment pas fini
1,: s'attarde sur la relation chaotique entre pouvoirs judiciaire et politique…
1,nan c'est pas à cause de clarie c'est à cause de son sale arabe mdrr
1,comment je l'aime pas samoa joe dirait un mongol il insulte la famille à aj pffff let's go aj styles
0,commentaire de gauchiste l'économie américaine se porte mieux que jamais le taux de chom…
1,brefffffffffff je m'attarde plus psq vous aller rester sur votre point de vue et moi sur le mien donc au revoir
0,philippe est 1 gauchiste indignité anti qui louvoie selon le client
0,il une meuf de 30 ans qui vient de lâcher unsale arabe de merdeà un mec parce que il roulait trop vite à vélo…
1,Ça se passe en europe. danske bank 1ère banque danoise et plaque tournante de l'argent sale russe via l'estonie.…
0,comment sortir du débat des « pour ou contre » l'avortement pour entrer dans un dialogue d'écoute d'amour et de co…
1,ptdrrr va voir le cortège liverpool des ultras du psg et dit moi le nombre de renois et de…
0,mais omg vrm trop conne toi relis phrase pcq t'as l'air un peu attardé sur les bords
1,et ds les campagnes ..ou macron met 72 migrants dans un village de 400 personnes...et ou vont aller l…
1,c pas toi qui disait qu'il faut etre attardé mental pour ecouter koba ?
1,les américains seront scotchés à leur tv ; l'enjeu est dc sociétal (le sexisme l'avortement) mais aussi politiq…
1,je m'attarde un moment sur mes sentiments naissants devant le gris du jour et je dis: c'est incroyable d'ê…
1,ohlalala jv taper avec la prépa comment ça jreçois une facture d'internat ? gros mongol tu vois pas que jsuis ja…
0,c'est qui ozil — un mongol qui m'invente une vie
1,regarde le dernier mongol que j'ai cité
0,pourquoi contre les autistes? je trouve ça débile d'en faire une sorte de chose obligatoire mais…
1,cet attardé mental il même pas un diplôme. donnez son emploi à un chômeur.
1,lis le tweet que je espèce de mongol avant d'ouvrir ta vieille gueule
1,250 millions de réfugiés climatiques en 2050 la prochaine grande crise
0,j'crois j'suis attardé ++ mais rassurée moi c'est pas vivant ça ? ont à tous déjà vue la pub à la télé…
1,face cell c'est un putain de boulet c'est indéniable ce mongol il fait p…
1,Ça s'appelle l'islamisation !
1,ce président c'est le pire fils de pute de la terre mais tous les rebeus autour de moi étaient contents pcq il est…
1,une bonne partie du harcèlement scolaire viens des professeurs c'est un véritable exutoire pour certains pourquoi…
1,putain jvien de comprendre la punch « mon middle tous ceux qu'ont douté » jsuis vraiment un attardé
0,pour comprendre le racisme anti noir structurel chez certains arabes: ouvrez le génocide voilé de . un…
0,découvrez solidarité des femmes burundaises au . l'association se bat contre les de…
1,j'adore le «insérer bla bla gauchiste » ça m'a fait rire. et comme je déprime aujourd'hui
0,mur anti-migrants au sahara : l'idée renversante de trump - le point
1,tweet type du bobo gauchiste donneur de lecons vivant aux us ! n
1,gneugneugneu qatar pognon arabes barbus enturbanés qsg terroristes. change de disque
1,ah ouais jsavais pas t'as vecu ça jte l'avais dit d'arrêter ce jeu sale mongol en plus la gow l'air archi fraiche
0,du coup pour l'attarde c'est celui qui émet un jugement ou celui qui juge sans avoir vu
1,déguisement pour chien mongol
1,bizarre y'a des rebeus chrétiens aussi
0,nagui pro charia qui peut pas s'empecher de placer sa touche d'islamo gauchiste pro migrants zappe direct cette em
1,sachant que toute la symbolique antisémite et complotiste est présente.
1,wallah frere y'a des renois ici si ils disent pas du mal des arabes ils dorment archi mal (hamdoulla…
1,et dit mongolien pas mongol tête de noeud
1,quel attardé
1,nous les noirs les rebeus veut tous les éradiq…
1,ptn j'en ai marre des rebeus
1,merde j'avais pas reconnus le pygmé... mais cet violence gratuite et spontané c'est bien lui
1,zalut tu n'aime pas les juif ? pourquoi voyon ? sale raciste
0,pour moi l'insignifiance ne mérite pas qu'on s'y attarde!!
1,ce sont plutot les collabos gauchiste qui avaient tourne les yeux de leurs pauvres congeneres causes d'eux des mi
1,Ça fait plaisir de voir que ça agit vite et bien envers ce genre de gros mongol
0,l'ouganda « envisage » d'accueillir des migrants africains en situation irrégulière en israël -…
1,il vraiment une voix de mongol ça fume
1,sans oublier que pour eux les asiatiques sont tous sur le modèle chinois coréen japonais mongol ou…
1,les bobo attardé sont justement ceux qui disent que bigflo et oli sont les meilleur ra…
0,« moi je suis un africain je vais te pliÉ »
1,À genève hein.. tu crois qu'on est aussi debile que toi ici pauvre attardé que t'es. va falloir aller ramasser la s…
1,oh parcontre tu detend toi pauvre mongol geuler comme un hysterique quand pas content de l'arbitrage
1,c'est qui cet attardé
0,par contre c'est ca j'aime pas ils l'envoie en inde se faire avorter mais frère avortement ausis c'est haram ta peu…
0,oh je sens autant démunie que toi. colères cris violence refus de grandir (sur tellement de poin…
1,jv t'arracher les yeux des orbites tu parles trop mal sale arabe
0,une insulte appelle cela une insulte. dans sale blanc sale arabe sale noir…
1,pq elza — parce que dimitri le mongol il m'a appelé comme ça hier parce que il croyait que c'était mon prénom
1,les uber rebeus que dieu vous protège. vous faites tout pour que ke client soit à l'heure. j'peux avoir un retard d…
0,Ça fait 5 ans que je suis dans cette fausse à purin remplie de sjw mal baiser de bobo gauchiste ethno-masochiste d'…
0,quand en plus la violence sociale (perte…
0,ecoute moi j'ai obtenu le titre très prisé de bobo islamo gauchiste donc bon
1,pck c un gros mongol veu juste dire qu'il connait wire
1,elle propose des informations sur l'avortement médicamenteux : le type de molécules et le dosage à utiliser la pro…
0,putain je lis enfin l'arabe du futur du riad sattouf et je comprends pk tous les blancs autour de moi vénèrent ce b…
1,tu sais même pas de quoi je parle mongol
1,si la tuerie et émite de frappe aujourd'hui les n'oublions pas que cette idéol…
1,ferme ta grande gueule une deuxième fois si tu voulais parler à ta sale arabe de copine fallait la mentionner elle et pas moi.
1,en meme temps en 1 h de cours l'arabe c'est appris ! wesh wallah nick ta mère la pute sale franssé mo…
1,ces toi qu'à inventé la langue arabe sale pute ?
1,moi j'appelle cela une vague déferlantes 2 migrants clandestins !
0,y'a pas plus détestée que vs dans le mondel islam la religion du terroris…
1,les renois qui font les gars de la cité et qui courent comme mbappé dés que un chien vous connait
1,et en plus l'article des inrocks pue tant il suinte la subjectivité gauchiste et la mauvaise foi. ils…
1,oui d'autant plus que zemour est à la fois d'origine juive et arabe. ce type renie sa famille et s…
1,j'suis en pls en plus je matche en majorité avec des renois alors qu'ils m'ont jamais cala ne perdon…
1,les maires de loire-atlantique sollicités pour accueillir des réfugiés
0,la violence ne peut pas être la norme. la force nécessaire l'est quand les interventions la requièr…
0,france :jeudi prochain à la librairie résistances : « les naufragés. l'odyssée des migrants africains etienne du…
1,jsuis grave mort avec les rires du renois là ça décrédibilise x10 la vidéo
1,espèce de sale arabe
0,je pleure j'étais vraiment atteint du grave maladie pour être autant attardé c'est pas possible
1,tu é mongol ?
0,avec les gens qui partagent les mêmes valeurs! qui ne veulent pas de l'islamisation de la france ni de l'invasion des migrants
1,tout fait il faut être attardé pour être t…
1,pour braquer son proviseur même en imitant qqun faut déja être sacrément attardé
0,bref il est jamais trop tard pour tomber amoureux de moi à ce stade j'accepte tout le monde mais surtout les renois…
1,cette association gauchiste devrait être dissoute !!!
0,la vraie histoire de l'invasion-islamisation des berbères par les arabes ? faut pas rêver...
0,perso j'le suis mais j'pense pas que ce soit worth dans cette société d'attardé
1,j'ai déjà mis mongol roulé avec toi ?
1,usa : un gauchiste frappe un afro-americain car il soutient trump. 10 ans de carrière espèce d'attardé fais un effort je t'ai connu plus smart martin...
0,relisez-vous ! vous n'avez donné aucune raison valable qui justifie l'accueil des migrants! il sera…
1,dança de mongol
1,terminé : une aventure touchante qui mérite qu'on s'y attarde ne serait ce que pour son final absolument sp…
1,baah mange pas de viande fait pas nous chier avec nos steak frite ou nos rougaille boeuf
1,waa t'abuse là tu vise les renois/rebeus qui se prennent pour quelqu'un d'autre et qui veulent s'habiller comme les gars de paris
1,Éduquer? ce mr comme tout bon gauchiste pseudo progressiste veut probablement dire ns lobo…
0,un peu trop de violence à mon goût
0,mdr sa ces les excuses prend le train et viens j'ai le temps m'attarde avec un minus de 16…
1,c'est dans une vidéo apparemment c'est plus pour dire qu'il est spontané mais ça se voit que c'est un peu le mongol de la bande
0,la france l'europe une bonne partie du monde arabe et du monde tout court considère le h…
1,tête d'âne n'a rien compris les juifs ont étaient tuer parce qu'ils défendent les et veux t…
1,si le candidat mongol prend marianne james et Éric antoine il va finir avec un dos comme ça.
1,[série d'agressions avec violence : des faits de trop mais peu nombreux en corse] ( via…
0,si zemmour disait la vérité le terrorisme se réclame de l'islam il n'aurait pas pu finir sa phrase. onpc se couc…
1,augmentation des violences proportionnelle à l'arrivée de migrants africains illégaux en france. paris e…
1,la mongol fière
0,femme se fait agresser et insulter de sale arabe. confrontation avec la personne à la gendarmerie. le flic lui d…
1,mais putain c'est quoi encore ces histoire merde !! en à vraiment marre de ces personnes. bande d'attardé que vou…
0,attentat à ahvaz : l'iran accuse des séparatistes djihadistes « soutenus par des pays arabes »…
1,ah ce moment j'ai compris que j'état pas blanche. que j'étaie une arabe. une sale arabe métisse une petite buerr…
0,d'un côté tu en un qui fait l'appologie du terrorisme islamiste coupable de cntaines de mort…
0,l'empire mongol et l'ordre des assassins
1,gros jtai dit bouche ta chatte de là jveux pas debattre avec un attardé qui se croit drôle et son suceur. circule oublie pas
1,donc vous soutenez un rappeur terroriste qui appelle à tuer les bébés blancs ? vous êtes donc complice et…
0,cnew : mecary culpabilise une fois de plus. la délinquance ce n'est quand même pas de faute! elle fait chier cette gauchiste.
0,video gaza: voilà ce que les medias appellent manifestations. et d'après vous pourquoi les arabes envoient-ils d…
0,dites-moi pas que ça sort pile-poil maintenant parce qu'il pris position contre l'accueil des migrants en europe?
1,que dieu bénisse cet homme pour sa position contre l'avortement.
1,non même pas c'est une comparaison entre deux fps mongol va
1,flagrant délit de militantisme gauchiste !
1,bah jdonne un avis dquelqu'un qu'est ps dans l'conflit justement tous les renois vont dire qucest vous…
1,3 rebeus au sang chaud qui mettent des accélérations aux défenseurs
1,mdr les rebeus entre parenthèses... la dernière fois je suis aller au coiffeur le mec de là-bas m'a dir…
1,putain après faut pas s'étonner que les étrangers nous prennent pour des putain d'attardé
1,la c'est un camp de réfugiés islamistes à 200000€/mois
1,thread enrichissant mais t'aurais pu nous épargner de la partie « ouin ouin les rebeus vous défend mais vous ête…
1,quand j'étais en 4ème 3 élèves m'insultaient de « sale juif ». mes profs ont voulu la faire virer la principale a…
0,mbz à la tête des emirats arabes unis des moyens. mubadala son impressionnant fonds souverain et une pléthore…
1,normal c une attardé
1,c'était comment la soirée des attardé mentaux hier soir ?
0,je suis tellement contente que smythe davis ait sortit la mongol dorjsuren alors que là aussi elle est pas aidée pa…
0,non à la dictature de la pensée non au terrorisme intellectuel. oui à la liberté d'expression de conscience et d'opinion.
1,et fais moi pas dire ce que j'ai pas dis l'afrique appartient au africain donc au renois et au maghrébin un malade toi
1,gros mongol je lui demande si la station essence à côté chez lui est ouverte il répond « pourquoi…
1,mais du coup c'est juste lui qui est ridicule parce qu'on le prend tous pour un attardé..
1,voici ce que fait macron en ce moment il applique un plan diabolique d'islamisation de la france réveillez vous mer…
1,sale féministe jui déçu
1,sans doute direz vous que c'est un peu fleur bleue post soixante-huitard attardé que c'est une goutte d'eau q…
1,la renois du dernière balmon
1,eh ben avec un mongol comme vous est mal barré !
1,oui c'est pas du tout faux surtout quand tu écris en mongol en expliquant la satire politique française
0,elle permis en effet la reconnaissance du droit à l' le droit à l'…
0,dirait moi en boîte quand j'essaye de suivre les renois
1,ce sale arabe connor c'est son père dirait.... je vais le lyncher sur son curious cat de ce pas comme un brave.
1,ecoute moi sale fils de pute parles bien déjà espèce d'attardé mental que jai agi ou pas ça…
1,ptn même dans les lives elle est mauvaise aigrie et condescendante et le phacochere acquiesce comme un mongol
1,ah oui je comprends tt à fait mais moi c'est l'inverse pcq rebeus j'étais en extase et trop heureuse…
1,nan les renois rebeu que j'ai c'est des rebeu/renoi pas bon del
1,faire un comparatif entre la des & l' des qui sont pour la majorité #économique es…
0,pour ou contre l'avortement — pour
1,tqt faut faire confiance à dybaela cr7 et l'attardé de bogota comme il est appelé sur twitter
1,dites non à la violence
1,j'attends la propagande gauchiste qui va balancer que l'extrême droite contribué à la monté en popularité de cet…
1,ostie d'mongol maudit niaiseux tabarnak
0,ceux là méritent même pas qu'on s'attarde dessus ..j'vais pas faire unanimité là dessus…
1,divorce contraception avortement pacs mariage pour tous maintenant la l'église catholique es…
0,ta reponse est ici =i> écrivaine et blogeuse engagée. dans libérées - le combat féministe se gagne…
1,À vintimille comment faire preuve de solidarité avec les migrants sans se faire expulser de la ville
0,Ça change quoi les chiffres hein ? trois mille migrants ou trois millions de migran…
1,une fois une bande de petits renois est venue sonner chez moi pour halloween tous avec des cagoul…
0,assia vallah j'ai plus rien à perdre je fait déjà terminer depuis mon tweet sur les rebeus
1,psk tu sais très bien que le sang arabe et bcp plus fort que le sang des babtus là pou…
0,rien à voir avec le terrorisme ou l'islam !! c'est un dingue qui fondu un cable !
0,pas sûr je suis même persuadée que ... c'est la pensée dominante des français hors gauchistes bien sûr c…
0,"le parti danois qui veut expulser les ""migrants musulmans qui abusent des aides sociales"" se développe rapidement"
1,c'est propre à la gauche ce terrorisme intellectuel l'histoire l'a démontré et le montre encore.
0,oui mais là depuis le matin je ne suis pas attardé après le match
0,non l'immigration n'aura pas la peau de l'etat providence
0,de meklat à badroudine : quand les soutiennent l'antisémitisme islamiste gauchiste et bien-pen…
1,passe du terrorisme islamiste au terrorisme musulman entendu à l'instant sur de la bouche de…
1,fini à 17h30 mongol
0,en france tous est problème raciste depuis l'invasion musulmane avant cela n'existé pas. toutes les autres religi…
0,je comprends pourquoi la plupart des gens disaient que j...etais arabe quand je streamais. nce genre d...emissio...
1,juste une question: si je traite un noir ou un arabe de sale arabe ou sale black c'est d…
0,j'aime pas les rebeus
0,la rage des gauchiste ba oui c'est ça de faire des attenta sur tout ceux qui sont pas comme vous
0,peut-être un gauchiste ?
1,qu'il soit déguisé en arabe en noir en juif ou je sais pas quoi j'm'en branle. mais là le déguiseme…
1,wllh la vidéo elle fume dirait vraiment un attardé mais le pire c'est que ça le représente bien ce fdp
0,ptdr il tout à fait raison mais dans les commentaires grave des meufs qui disent les renois mettez vous aussi…
0,en israël les migrants africains se sentent victimes de « racisme » -
1,comme le confirme son sale arabe à marseille ça vote fn la…
1,dommage le traitement du sujet est insuffisamment nuancé parce qu'il s'attarde trop sur les aspects n…
1,je te démontre qu'il aurait eu hors jeu mongol apprend le foot boloss
0,les migrants ne gagnent/reçoivent pas davantage de l'état que les p…
0,fallait pas rêver que quelqu un attarde vendredi... un.petit effort elle sera operat…
1,mdrrrr j'imagine trop un mec faire du bruit tout seul chaque matin comme un attardé dans sa voiture
0,et le racisme des blancs envers les noirs et arabe tellement été gommé france que même individuellem…
0,donc maintenant les juges ne sont plus gauchistes ? ou est simplement gauchiste celu…
1,mais bordel t'es attardé ? goten avait le ssj dans ses genes c'e…
1,ah non trql j'ai cru lire sale juif
1,je suis végétarien et voici ce que rencontre avec un éleveur mongol m'a fait réaliser sur l'écologie…
1,vas-y ferme là ya un père de famille qui vient de mourrir la seule chose qui t'indigne c'est le mot renoi. sale pute
1,jsupporte plus la naza keblack etc et tout les renoi qui les imite depuis qu'il croiser tete vert la ils ont tou…
1,des renois ici au lieu de dire clairement qu'ils sont racistes ils préfèrent dire de la sur les autres nation…
1,quand vous avez un type comme nagui qui tous les midi vous dit les arabes ont tout i…
0,le fils est hyper couvé dans les familles rebeus c'est une réalité mon cher hassan
1,il m'a traîté de juif et aussi traité de sale sourd
1,le danger pour la france sont :l extrême gauche violente (noborderantifaza…
1,la violence faite aux femmes s'exprime aussi dans les classes aisées -->le procès du pdg du dauphiné libéré pour vi…
1,mais sale fdp ils si ils veulent espece d...attarde
1,ahah. je pensais à des partenariats autres que financiers. et je ne m'attarde pas sur les entreprises concer…
1,listo mongol ya trollié mi duo minglee
1,te voir discuter avec l'autre attardé ça fais journée tellement c'est drole
1,t'es attardé ? baptiste ya un e et c'est bien masculin pourtant
1,le cerveau islamiste est comme le cerveau gauchiste lumière non allumée à tous les étages.. panne…
1,bien joué ça bande de mongol
0,si vous êtes cohérent avec vous même cela signifie que vous êtes contre l'avortement .
1,c ça les rebeus gro
0,info - ( ) : des réfugiés burundais spoliés de leurs biens et effets
0,par contre jparle couramment chinois et jpeux te dire que ching chong ça veut rien dire
0,exactement xd comme tu es un ami précieux je m'attarde beaucoup sur ce genre de détails xd
1,je pensais pas que c'était sérieux cette histoire. c'est juste complètement attardé.
0,svp dites lui que les étrangers donc arabes et noirs pour la maj payent plus d'impôts qu'elle
1,waw jvai te défoncer jiji tu parles comme ça toi qui aime la violence jv te briser grosse pomme de terre va
1,attardé
0,l'argument c'est que les noirs et les arabes se revendiquent comme noir et arabes et le pigeon g…
1,l'antisémitisme de nos jours vient de l'extrême-gauche et de l'islam.
1,istanbul bcp perdu de son charme avec le nombre de réfugiés qui traînent dans les rues
1,donc répète pour les mongol du rn: la balance de l'immigration en france c'est environ 300 000 personn…
1,le gars est un mongol pour twteet ça xd tout le monde le sais en plus :)
1,surtout les arabes. ils sont parfait pour le sport en plus ce sont des buveurs de vent avec leurs…
1,il peut être content de baiser mais faut vraiment être attardé pour prendre une photo comme ça et en+ la partager
1,c'est un gauchiste normal qu'il soit con
1,j'ai pas dit que t'écrivais à place espèce de giga mongol j'ai bien dit que j'écrivais de…
1,supprime photo jveu pas que mongol d'abo posent leurs yeux sur moi
1,le porte parole d'un islam radical et anti français collabo du terrorisme islami…
1,toi crois pas ta oublier quand t'insulte les arabes sombres harki et ta craquer ta désactiver
1,champion du monde et ça l'insulte . tu du mal avec les rebeus formés à lyon
1,message à l'attardé(e) qui mis des cd d'études bibliques sur le banc de l'abribus sur dorchester : ils sont dans…
1,passa teu twitter . ? — mongol
1,je crois de souvenir qu'en 5 ans et demi de league je n'ai jamais vu un attardé mental aussi ravagé de vie c'es…
0,l'idée qu'il existe 1 lobby juif un classique de l'extrême droite est désormais déclinée sous l'avatar du lobb…
0,le pire (déso pr les potes en prison^^) c'était la press' et la violence policière >après<. Ça d…
0,plus de terrasse plus de lumière...réfugiés dans le caveau dans un état de désarroi certain nous gardons malgré t…
0,toujours un renoi pour casser les couilles d'un autre renoi bravo t'as bien aliéner les re…
1,: le gouvernement adopte une nouvelle loi pour expulser plus vite les migrants et révoquer la citoyennet…
1,il s'appelle adnan oktar il est en prison la ce mongol
0,etes-vous d'accord avec bernard kouchner qui dit que « nous devrions prendre plus de migrants »
0,c'est ouf comment les rebeus de qua…
1,genre jai envoye seance dmuscu sur snap un gar dit ta mere sale arabe avc ton vieux chanteur en parlant de ch…
1,pas que les renois deconne pas tout le monde doit s'hydrater alors metter tous de la crÈme
1,l'extrême droite est au pouvoir(police coupe semelles enfants migrants ment sur âge pour…
1,ahah la réplique d'un attardé
1,de retour au campement préparation du barbecue mongol. fait chauffer des pierres dans les braises puis remp…
0,la théorie du deep state terme que trump ne renie pas reprend bien des canons de l'antisémitisme c…
0,l'islam aussi pris source en arabie du coup je ne sais pas si ça annule l'assertion du terrorisme ? com…
1,ex banquier plutôt ex escroc!!le mot racaille remplacer sale arabe!!
1,ce genre de renois frustré psk il rêve de finir avec une maghrébine ou psk il aurait rêvé être…
1,un gros mongol et j'ai masque ses contenus car il apparaît sans rien demander. et voir juste ce qu'il fai…
0,pareilj'aime pas voir les gens malheureuxmême ceux que je connais pas vraimentje m'attarde toujours u…
0,moi il prennent pour un attardé mais wlh ça fume ils comprennent pas notre humour supérieur
1,sale raciste je suis amazigh et je ne stigmatise pas les arabes et puisque tu es contre les a…
1,je vais te spoiler toi sale juif ❤
1,ah oui et la presse française va continuer d'expliquer qu'un arabe criant allahu akbar en tuant un mécréant n'est…
1,«la montée des populismes s'explique par cette peur des migrants clandestins»
0,dit le gauchiste. quand reçoit des menaces de l extrême gauche et voit les millions de dégâts et les…
1,ben oui quebec pauvre le développement économique en autobus ! esti de mongol !
0,vous êtes fatiguant donc dit fermer sa bouche grr le blackos en face lui normal porte tee shirt bande de faux dérch
1,le tueur n'Était pas anti-trump. anti-trump: dire que trump va trop loin. le tueur pensait qu'il n'allait pas assez…
0,question est simple que se passe t'il dans la tête de certains renois je regarde je comprends pas wesh j'exige d…
1,t'as qu'à essayer de gagner mon coeur sale arabe va
0,loon-plage : la cycliste inventé son agression par des migrants. elle est simplement tombée de son vélo.
1,et notre attardé national donne notre argent des pays comme la palestine ... le « new york times »…
0,l'islamisation de la france est en marche...financée par les caf. c'est probablement la première…
1,donc elle pose des soucis attends mais tes tes attardé enfaite tu lance un débat avec…
1,moi j'avais pas compris et j'suis d'accord avec elle sur triso/autiste et pk pas débile mentale mais md…
1,pk m'prend tjrs pour un mongol sayez ça dit « tu suces » c direct moi aler nvm
1,la vem mongol
0,non je préfère juste que tu arrêtes d'employer ton vocabulaire de gauchiste (c…
0,c'est juste que d'habitude s'attarde plus sur la couleur de mes fringues
1,j'aime une vidéo elle est contre l'avortement - cam clash à l'adresse
0,aucun rapport sachant que les rebeus sont rois en la matière
1,mais quel pays d'attardé bon dieu
0,deja faut etre un attarde pour comparer un viol et un...
1,triste attardé
1,les rebeus faut arrêter chaque dîner de faire du couscous naima qui danse juste la honte !!!! faut revoir t'on repas
1,y'a des tweets qui mérite pas de réponse aussi mongol mais avec la connerie que t'as dites là y'en fallait une
0,quel mongol s'il avait pas l'accent du sud pourrait croire qu'il est né dans le nord...
1,elle quand même comparer le fait de bouffer de la viande à la suprématie blanche ! alors mes rebeus et renois…
1,sos racisme est une bande de dégénérés bobo gauchiste de première
1,ce sont les mêmes qui font la morale contre l'avortement....
0,ce sont tes frères qui veulent tabasser des renois car leur sœur sont attirées par des renois n'inversons pas…
0,je ne suis pas attardé sur ce point. pour résumer coût de la seule partie ferme du projet = 100m€ s…
0,euh pour la première partie jsuis absolument pas d'accord à quel moment jt'ai pris pr un mongol et de 2…
1,mon dieu il faut vraiment être un attardé mdr
1,contre l'immigration et l'islamisation de la france la seul parti qui défend la france c'est le rn (et dlf)
1,les rebeu & les renois non parents quand il part au supermarché il cherche à acheter que des moins cher et nous les…
1,oh jean tu resteras dans la tete de certains qu un sale arabe un sale bougnoule...tot ou tard te rappellera que…
1,en fr ça vas devenir le seul rempart contre l'islamisation et les agressions journalière…
1,des autiste attardé jte dit
0,comment expliquer ce glissement historique d'une gauche qui toujours été largement anticléricale face à l'Église…
1,wesh link t'es un attardé ou pas j'ai fait 3 tweets avec la même expression pour faire c…
0,tant de violence ...
1,mdrrr était juste à côté rien entendu un attardé ce mec
